,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
12278,Female,Group d,Associate's degree,Free,Start,Married,Regularly,Yes,0,Private car,0-10,51,63,59
12279,Male,Group e,Master's degree,Standard,Start,Divorced,Never,Yes,4,School_bus,0-5,94,97,95
12280,Male,Group d,High school,Standard,Start,Single,Regularly,Yes,0,School_bus,0-5,85,77,72
12281,Male,Group c,college degree,Free,Completed,Married,Never,No,3,School_bus,10-15,83,82,75
12282,Male,Group c,college degree,Free,Completed,Single,Sometimes,No,4,Own car,0-10,52,49,46
12283,Male,Group a,law degree,Free,Start,Widowed,Sometimes,Yes,2,Private car,5-10,21,39,29
12284,Male,Group e,High school,Standard,Start,Divorced,Regularly,No,1,School_bus,0-10,68,58,52
12286,Male,Group d,Bachelor's degree,Free,Start,Married,Sometimes,Yes,3,Own car,0-10,45,38,31
12287,Male,Group c,law degree,Free,Start,Single,Sometimes,No,3,Private car,5-10,75,78,68
12288,Male,Group c,High school,Standard,Start,Divorced,Regularly,No,2,Private car,0-5,77,69,71
12289,Female,Group e,Associate's degree,Standard,Start,Married,Regularly,Yes,1,Private car,5-10,70,75,73
12290,Female,Group e,college degree,Standard,Completed,Single,Sometimes,Yes,2,Private car,0-10,85,91,91
12291,Male,Group a,law degree,Free,Start,Single,Sometimes,No,2,School_bus,5-10,44,47,45
12292,Female,Group b,High school,Standard,Start,Married,Never,Yes,1,School_bus,0-5,63,79,69
12293,Female,Group f,Associate's degree,Free,Start,Single,Sometimes,Yes,0,Own car,5-10,61,69,63
12294,Female,Group c,High school,Standard,Start,Single,Sometimes,Yes,1,Private car,5-10,57,68,62
12295,Male,Group c,Master's degree,Standard,In progress,Married,Regularly,Yes,2,School_bus,0-5,94,92,98
12296,Male,Group e,Professional certification,Standard,Start,Married,Sometimes,No,7,Private car,0-5,70,67,65
12297,Female,Group c,Associate's degree,Free,Start,Divorced,Regularly,Yes,4,Own car,0-10,56,62,63
12298,Male,Group c,Bachelor's degree,Free,Start,Married,Sometimes,No,4,Private car,5-10,70,62,65
12299,Female,Group a,High school,Standard,Start,Married,Regularly,Yes,2,Private car,5-10,60,71,62
12300,Female,Group d,Associate's degree,Standard,Start,Single,Never,Yes,4,Own car,0-10,72,81,78
12301,Female,Group d,Associate's degree,Free,Start,Married,Sometimes,Yes,1,School_bus,5-10,59,71,75
12302,Male,Group e,High school,Standard,Completed,Single,Sometimes,Yes,0,Private car,10-15,60,63,54
12303,Female,Group f,High school,Standard,In progress,Married,Regularly,Yes,5,Private car,5-10,80,84,82
12304,Male,Group e,law degree,Free,Start,Single,Sometimes,No,1,School_bus,0-5,63,65,54
12305,Female,Group b,Master's degree,Free,Completed,Married,Sometimes,Yes,2,School_bus,0-10,74,83,85
12306,Female,Group d,college degree,Standard,Completed,Single,Never,Yes,2,Private car,5-10,79,97,97
12307,Female,Group d,High school,Free,Start,Divorced,Sometimes,Yes,2,Private car,5-10,58,86,79
12308,Male,Group e,High school,Standard,Start,Single,Regularly,No,1,Private car,0-10,68,52,50
12309,Female,Group c,Bachelor's degree,Standard,Start,Married,Regularly,No,2,School_bus,0-5,70,82,80
12310,Male,Group b,High school,Free,Start,Married,Regularly,Yes,1,School_bus,0-10,58,39,40
12311,Female,Group c,law degree,Standard,Start,Married,Regularly,Yes,3,Private car,10-15,43,57,55
12313,Female,Group d,Master's degree,Standard,Start,Married,Regularly,Yes,0,Private car,0-10,100,98,100
12314,Male,Group f,Professional certification,Standard,Completed,Married,Regularly,Yes,4,School_bus,0-10,77,73,69
12315,Male,Group c,Professional certification,Standard,Start,Married,Sometimes,Yes,2,School_bus,0-10,80,75,68
12316,Male,Group a,law degree,Standard,Start,Married,Sometimes,Yes,5,School_bus,0-5,82,79,74
12317,Male,Group d,Bachelor's degree,Standard,Completed,Single,Regularly,Yes,3,Private car,0-5,58,58,68
12318,Female,Group b,college degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,39,41,44
12319,Male,Group c,Associate's degree,Free,Completed,Married,Regularly,Yes,4,School_bus,5-10,60,64,58
12320,Male,Group d,Associate's degree,Free,In progress,Married,Never,No,1,Own car,5-10,50,49,41
12322,Male,Group c,High school,Standard,Completed,Married,Regularly,Yes,2,Private car,0-5,69,63,66
12323,Male,Group c,college degree,Standard,Completed,Single,Regularly,Yes,1,Private car,5-10,69,64,66
12324,Female,Group e,law degree,Free,Start,Married,Sometimes,No,3,School_bus,0-10,58,48,53
12325,Male,Group a,Associate's degree,Free,Start,Married,Regularly,Yes,3,School_bus,5-10,80,80,75
12326,Male,Group d,Associate's degree,Free,Start,Married,Regularly,No,4,School_bus,5-10,40,34,33
12327,Male,Group b,Associate's degree,Free,Completed,Married,Regularly,Yes,3,Private car,5-10,74,59,68
12328,Male,Group e,college degree,Standard,Start,Single,Never,No,2,School_bus,0-10,76,69,65
12329,Female,Group d,Professional certification,Standard,Completed,Married,Sometimes,Yes,4,School_bus,0-5,49,67,69
12330,Male,Group c,Professional certification,Free,Completed,Divorced,Sometimes,Yes,2,School_bus,5-10,70,67,64
12331,Male,Group c,High school,Standard,Completed,Divorced,Sometimes,No,2,Private car,0-5,64,66,62
12332,Male,Group c,Associate's degree,Free,Completed,Married,Sometimes,Yes,4,Private car,5-10,73,72,71
12333,Male,Group c,High school,Standard,Start,Single,Never,Yes,2,Private car,5-10,73,69,61
12334,Male,Group d,college degree,Standard,Completed,Divorced,Regularly,No,1,Own car,0-10,61,51,58
12336,Male,Group c,law degree,Free,Start,Married,Regularly,Yes,3,Private car,5-10,66,71,64
12337,Male,Group b,High school,Standard,Start,Married,Sometimes,Yes,2,School_bus,0-5,71,68,66
12338,Male,Group d,college degree,Free,Completed,Single,Never,Yes,1,School_bus,0-5,76,70,71
12339,Female,Group c,college degree,Free,Start,Married,Regularly,No,4,Private car,0-10,55,65,65
12340,Male,Group e,High school,Standard,Start,Married,Regularly,No,3,School_bus,0-5,87,74,73
12341,Female,Group d,Bachelor's degree,Standard,Completed,Divorced,Regularly,Yes,3,School_bus,5-10,91,100,100
12342,Male,Group e,law degree,Standard,Completed,Married,Sometimes,Yes,4,Private car,0-10,85,79,78
12343,Female,Group c,law degree,Standard,Start,Married,Regularly,Yes,2,Private car,0-10,51,60,59
12344,Female,Group c,High school,Standard,Completed,Married,Sometimes,Yes,2,Private car,0-5,50,63,63
12345,Female,Group d,High school,Free,Completed,Married,Never,Yes,1,Private car,0-5,71,97,92
12346,Male,Group c,Associate's degree,Free,Start,Married,Regularly,Yes,5,School_bus,5-10,41,22,24
12347,Female,Group e,Bachelor's degree,Standard,Completed,Widowed,Never,No,2,School_bus,5-10,94,94,97
12348,Male,Group b,college degree,Free,Start,Married,Never,Yes,3,School_bus,5-10,44,44,39
12349,Female,Group f,Associate's degree,Free,Start,Divorced,Sometimes,Yes,0,School_bus,0-10,54,73,67
12350,Female,Group a,law degree,Standard,Completed,Single,Sometimes,No,1,Private car,0-10,70,80,74
12351,Female,Group c,High school,Free,Completed,Married,Regularly,Yes,1,School_bus,5-10,59,78,85
12352,Female,Group e,Associate's degree,Standard,Completed,Married,Sometimes,Yes,3,School_bus,0-5,90,98,98
12353,Female,Group d,law degree,Free,Start,Single,Regularly,Yes,1,School_bus,5-10,46,65,65
12354,Male,Group d,Associate's degree,Free,Start,Single,Regularly,Yes,1,School_bus,5-10,51,49,48
12355,Female,Group d,college degree,Free,Start,Single,Sometimes,Yes,5,Private car,5-10,36,43,47
12356,Male,Group c,Professional certification,Standard,Start,Married,Never,Yes,3,Private car,0-10,53,53,50
12357,Female,Group d,law degree,Free,Start,Single,Sometimes,Yes,0,School_bus,5-10,57,67,69
12358,Male,Group f,Bachelor's degree,Standard,Start,Married,Regularly,Yes,2,Private car,5-10,78,70,69
12359,Male,Group c,Bachelor's degree,Free,Completed,Married,Sometimes,Yes,1,Private car,0-5,84,94,91
12360,Male,Group a,law degree,Standard,Completed,Single,Regularly,No,5,Private car,0-10,58,45,54
12361,Male,Group c,Associate's degree,Free,Start,Single,Sometimes,No,2,Private car,0-10,55,47,43
12362,Female,Group b,Bachelor's degree,Free,Start,Married,Sometimes,Yes,1,Private car,0-5,42,56,57
12363,Female,Group e,Bachelor's degree,Standard,Start,Single,Regularly,Yes,0,School_bus,0-5,87,99,93
12364,Female,Group b,law degree,Standard,Start,Married,Sometimes,Yes,0,Private car,0-5,42,50,49
12365,Male,Group c,law degree,Standard,Start,Married,Regularly,Yes,0,Private car,5-10,67,56,56
12366,Female,Group c,High school,Standard,Completed,Married,Regularly,Yes,0,School_bus,0-5,64,65,69
12367,Female,Group d,Bachelor's degree,Standard,Start,Divorced,Regularly,No,1,Private car,5-10,75,89,84
12368,Male,Group d,Associate's degree,Free,Start,Married,Regularly,Yes,2,Private car,0-5,65,61,53
12369,Female,Group c,college degree,Free,In progress,Married,Never,No,1,Private car,5-10,59,72,64
12370,Male,Group d,Associate's degree,Standard,Start,Single,Never,Yes,3,Private car,5-10,67,65,67
12371,Female,Group e,High school,Free,Start,Married,Sometimes,Yes,2,School_bus,0-5,36,39,32
12372,Female,Group a,law degree,Free,Completed,Married,Sometimes,Yes,3,Private car,5-10,50,64,61
12373,Female,Group c,High school,Free,Start,Married,Never,Yes,0,School_bus,5-10,58,69,67
12374,Female,Group e,Associate's degree,Free,Start,Widowed,Sometimes,No,2,Private car,5-10,75,88,80
12375,Male,Group e,law degree,Standard,Start,Married,Regularly,Yes,4,Private car,0-5,85,67,62
12376,Male,Group c,Associate's degree,Free,Completed,Divorced,Never,Yes,1,School_bus,0-10,91,86,81
12377,Male,Group e,High school,Free,Start,Married,Regularly,Yes,1,School_bus,10-15,49,41,39
12378,Male,Group d,college degree,Standard,Completed,Married,Sometimes,Yes,3,School_bus,5-10,89,86,87
12379,Female,Group c,High school,Standard,Completed,Married,Sometimes,Yes,0,Private car,5-10,82,87,93
12380,Female,Group e,Associate's degree,Free,Start,Married,Sometimes,Yes,1,School_bus,0-5,64,70,72
12381,Female,Group c,law degree,Standard,Start,Married,Regularly,Yes,1,School_bus,5-10,67,68,70
12382,Female,Group d,law degree,Standard,Completed,Married,Sometimes,Yes,2,Private car,5-10,82,83,88
12383,Female,Group a,college degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,78,76,77
12384,Female,Group c,college degree,Standard,Start,Married,Regularly,Yes,1,Private car,5-10,63,76,80
12385,Female,Group d,High school,Free,Start,Married,Regularly,Yes,2,School_bus,0-5,55,61,66
12386,Male,Group b,college degree,Standard,Start,Married,Regularly,No,4,Private car,5-10,67,61,58
12387,Female,Group e,Associate's degree,Standard,Completed,Widowed,Regularly,Yes,3,School_bus,5-10,70,82,85
12388,Male,Group d,college degree,Free,Start,Divorced,Never,Yes,1,School_bus,5-10,58,65,65
12389,Female,Group f,college degree,Standard,In progress,Married,Sometimes,No,4,Private car,0-10,66,70,75
12390,Female,Group d,High school,Free,Completed,Married,Sometimes,Yes,2,School_bus,5-10,58,71,74
12391,Male,Group b,High school,Standard,Start,Single,Sometimes,Yes,3,School_bus,5-10,42,36,33
12392,Female,Group b,college degree,Standard,Completed,Married,Regularly,Yes,1,Private car,5-10,58,73,75
12393,Male,Group d,law degree,Standard,Start,Single,Regularly,No,1,School_bus,5-10,78,78,79
12394,Female,Group c,High school,Standard,Start,Married,Sometimes,Yes,4,School_bus,0-10,82,91,91
12395,Female,Group b,Associate's degree,Free,Start,Divorced,Sometimes,Yes,3,School_bus,0-5,54,65,66
12396,Male,Group e,college degree,Standard,Completed,Married,Sometimes,Yes,1,Private car,5-10,67,50,58
12398,Male,Group c,High school,Standard,Completed,Married,Sometimes,Yes,0,School_bus,5-10,68,78,78
12399,Male,Group e,college degree,Standard,Start,Single,Regularly,Yes,2,School_bus,0-5,82,64,64
12400,Female,Group d,Bachelor's degree,Standard,Completed,Single,Sometimes,Yes,3,School_bus,0-5,84,98,98
12401,Male,Group d,law degree,Standard,Completed,Single,Sometimes,No,3,School_bus,0-5,58,65,62
12403,Male,Group b,Associate's degree,Free,Completed,Single,Regularly,No,2,School_bus,0-5,80,76,77
12404,Male,Group e,High school,Free,Start,Single,Never,No,1,Private car,5-10,85,89,76
12405,Male,Group d,college degree,Standard,Completed,Married,Never,Yes,1,Own car,5-10,51,56,54
12406,Male,Group b,Associate's degree,Standard,Start,Married,Regularly,Yes,4,School_bus,5-10,90,71,71
12407,Male,Group c,college degree,Standard,Start,Married,Sometimes,Yes,1,Own car,5-10,87,73,69
12408,Male,Group d,college degree,Standard,Start,Single,Regularly,No,2,Private car,0-10,83,81,82
12409,Male,Group a,Associate's degree,Standard,Completed,Divorced,Regularly,No,5,School_bus,0-5,65,69,65
12410,Male,Group b,law degree,Standard,Start,Married,Sometimes,Yes,1,Private car,0-5,64,56,56
12412,Male,Group e,law degree,Standard,Completed,Married,Regularly,Yes,1,Private car,0-5,98,91,88
12413,Female,Group d,Bachelor's degree,Standard,Start,Divorced,Regularly,No,1,School_bus,5-10,70,75,82
12414,Male,Group b,Associate's degree,Free,Start,Married,Regularly,Yes,2,Private car,5-10,69,65,62
12415,Male,Group d,college degree,Free,Start,Married,Regularly,Yes,3,Private car,0-5,64,69,66
12416,Female,Group d,Associate's degree,Standard,Start,Married,Regularly,Yes,4,School_bus,5-10,51,56,63
12417,Female,Group b,Associate's degree,Free,Start,Married,Sometimes,Yes,2,School_bus,5-10,72,87,86
12418,Male,Group d,High school,Free,Completed,Married,Sometimes,Yes,2,Private car,5-10,55,55,58
12419,Female,Group b,Bachelor's degree,Standard,Start,Single,Regularly,Yes,3,Private car,5-10,93,100,100
12420,Female,Group c,High school,Standard,Start,Divorced,Sometimes,Yes,0,School_bus,5-10,74,91,84
12421,Male,Group c,Associate's degree,Standard,Start,Single,Regularly,Yes,1,Private car,0-10,85,75,73
12422,Male,Group c,college degree,Standard,Completed,Married,Regularly,Yes,0,School_bus,0-5,46,48,45
12423,Female,Group b,college degree,Free,Start,Married,Regularly,Yes,2,Own car,5-10,69,80,76
12424,Female,Group c,law degree,Free,Start,Married,Sometimes,Yes,3,Private car,0-5,50,52,51
12425,Male,Group f,law degree,Standard,Completed,Single,Sometimes,Yes,2,Private car,0-5,61,66,59
12426,Male,Group e,law degree,Free,Start,Single,Sometimes,Yes,1,Private car,5-10,59,67,56
12427,Male,Group a,Professional certification,Standard,Completed,Divorced,Sometimes,Yes,2,School_bus,0-5,48,51,50
12428,Female,Group c,college degree,Standard,Start,Single,Sometimes,Yes,3,School_bus,5-10,68,78,72
12429,Female,Group c,college degree,Free,Start,Married,Regularly,Yes,5,School_bus,0-10,55,63,62
12430,Male,Group d,Professional certification,Standard,Start,Married,Never,Yes,1,School_bus,0-10,73,67,68
12431,Female,Group c,law degree,Standard,In progress,Married,Sometimes,Yes,3,Private car,0-5,69,75,74
12432,Female,Group d,law degree,Standard,Completed,Married,Regularly,Yes,3,Private car,5-10,94,95,98
12433,Female,Group d,High school,Standard,Start,Married,Regularly,Yes,3,School_bus,5-10,86,95,92
12435,Male,Group b,Bachelor's degree,Standard,Start,Married,Regularly,No,2,School_bus,0-5,60,51,55
12436,Male,Group c,college degree,Standard,Start,Married,Sometimes,Yes,5,Own car,5-10,91,82,76
12437,Male,Group c,Master's degree,Standard,Completed,Divorced,Regularly,Yes,2,School_bus,5-10,63,71,70
12438,Male,Group c,college degree,Free,Start,Divorced,Never,No,7,Private car,5-10,65,65,67
12439,Female,Group d,Master's degree,Standard,Completed,Married,Regularly,No,1,Own car,0-5,71,77,84
12440,Male,Group d,High school,Standard,Completed,Married,Sometimes,No,1,School_bus,0-5,88,90,86
12442,Female,Group e,college degree,Free,Completed,Divorced,Sometimes,Yes,3,Private car,5-10,68,84,86
12443,Male,Group b,college degree,Standard,Completed,Married,Sometimes,Yes,0,School_bus,0-10,80,76,80
12444,Female,Group d,High school,Standard,In progress,Single,Sometimes,Yes,2,School_bus,5-10,70,83,83
12445,Male,Group e,law degree,Free,Start,Married,Never,Yes,2,Private car,0-5,60,65,56
12446,Female,Group d,Bachelor's degree,Free,Start,Married,Sometimes,Yes,4,School_bus,0-5,59,71,67
12447,Female,Group b,college degree,Free,Start,Single,Sometimes,Yes,4,Private car,5-10,67,81,80
12448,Female,Group b,High school,Standard,Start,Married,Never,No,2,Private car,5-10,73,80,78
12449,Female,Group c,Professional certification,Free,Start,Single,Sometimes,No,2,School_bus,0-10,77,86,84
12450,Male,Group c,Professional certification,Standard,Start,Divorced,Regularly,Yes,0,Private car,0-5,63,56,57
12451,Female,Group e,college degree,Free,Start,Married,Sometimes,No,2,School_bus,5-10,78,85,87
12452,Female,Group b,High school,Standard,Start,Married,Regularly,No,1,School_bus,0-10,66,79,69
12453,Male,Group a,Professional certification,Free,Completed,Divorced,Regularly,Yes,2,School_bus,5-10,56,57,62
12454,Male,Group e,college degree,Standard,In progress,Married,Regularly,No,2,School_bus,5-10,100,80,78
12455,Male,Group c,Master's degree,Free,In progress,Married,Regularly,Yes,1,School_bus,5-10,70,77,65
12456,Female,Group e,Master's degree,Standard,Completed,Single,Sometimes,Yes,0,Private car,0-5,92,100,100
12457,Male,Group d,Master's degree,Standard,Completed,Married,Regularly,Yes,0,Private car,0-10,85,88,92
12458,Male,Group c,college degree,Free,Start,Married,Sometimes,No,1,Private car,5-10,57,56,50
12459,Female,Group f,law degree,Standard,Completed,Single,Sometimes,No,2,School_bus,5-10,42,44,52
12460,Female,Group b,High school,Free,Completed,Married,Sometimes,Yes,0,School_bus,5-10,63,69,70
12461,Male,Group c,college degree,Standard,Completed,Divorced,Regularly,No,3,School_bus,5-10,67,74,71
12462,Male,Group d,Professional certification,Free,Start,Single,Never,No,2,School_bus,5-10,60,73,67
12463,Female,Group d,Bachelor's degree,Standard,Start,Married,Sometimes,No,1,School_bus,0-10,86,84,91
12464,Female,Group b,High school,Standard,Start,Divorced,Sometimes,Yes,3,School_bus,0-10,51,59,59
12466,Female,Group b,Associate's degree,Standard,Start,Single,Regularly,Yes,2,School_bus,0-5,49,47,50
12467,Male,Group c,Associate's degree,Standard,Completed,Married,Regularly,No,1,School_bus,5-10,78,77,84
12468,Male,Group d,Associate's degree,Standard,Completed,Married,Sometimes,No,3,School_bus,5-10,83,80,86
12469,Male,Group c,Associate's degree,Standard,Completed,Married,Sometimes,Yes,1,Private car,0-5,84,77,73
12470,Female,Group e,Master's degree,Free,In progress,Married,Sometimes,Yes,2,Private car,5-10,65,69,72
